printed_text	handwritten_text	blank	cover	illustration	chart	filename
0.009545387	0.97302836	0.0043857615	0.005892037	0.0040045544	0.0031438821	46723491
0.17411077	0.3722395	0.0016787641	0.09628432	0.26711568	0.08857093	46723352
0.12044095	0.27050725	0.0031139613	0.49605033	0.10827851	0.0016090687	46748807
0.15814948	0.58489287	0.0011167933	0.00915929	0.16311835	0.083563186	46748757
0.0003682244	0.004093123	0.9916848	0.0019843476	0.0005036094	0.0013659346	46808878
0.1266483	0.7575903	0.0016458568	0.005311391	0.08166104	0.027143162	46748913
0.0057488387	0.015485995	0.833997	0.059847623	0.08201229	0.0029083227	46808938
0.0027005814	0.0006501515	0.08361585	0.89737046	0.01522235	0.00044068714	46748806
0.024840377	0.81588596	0.07266872	0.05313019	0.019588126	0.013886616	46748873
0.005662035	0.0013126484	0.004341573	0.090969004	0.896905	0.00080972246	46808880
0.0645001	0.07948249	0.15806107	0.5675195	0.1283401	0.0020967564	46808939
0.05342093	0.020070905	0.034220647	0.7777049	0.113183185	0.0013994516	46808886
0.017237393	0.9636851	0.0014586103	0.0052245604	0.004995686	0.0073986514	46808887
0.05210308	0.04966706	0.56372684	0.14428854	0.18035844	0.009856053	46816848
0.0184341	0.9080165	0.010537265	0.02208222	0.0104069365	0.030522939	46808889
0.01290206	0.634787	0.3007084	0.027650176	0.018983165	0.004969076	46748874
0.2510959	0.6839842	0.00064336316	0.0045907875	0.053365324	0.00632041	46749123
0.020620523	0.95083773	0.0007706925	0.0016926776	0.004224176	0.021854142	46816814
0.18522465	0.25628543	0.045179207	0.3597402	0.10583031	0.04774024	46816849
0.021109633	0.9391951	0.0032572476	0.010880432	0.0051952177	0.020362321	46816774
0.00555682	0.008769779	0.003366135	0.0764322	0.9051864	0.0006885261	46909736
0.018855521	0.94852304	0.002047246	0.0048722005	0.008918907	0.016783021	46816765
0.0035457748	0.0019099037	0.002410668	0.050585557	0.9412924	0.00025568245	46909734
0.013325981	0.011123681	0.0078021334	0.05935044	0.907853	0.00054477406	46909753
0.08429327	0.36532664	0.00025317175	0.013596474	0.3670756	0.16945478	46909778
0.00061303156	0.0006453684	0.9881259	0.0033033143	0.0072000893	0.00011230105	47001544
0.004081938	0.00073872734	0.9260042	0.008738174	0.060040757	0.00039620718	47001641
0.40487415	0.5082397	0.00011436592	0.004083419	0.08196028	0.00072807557	46909780
0.046159543	0.01762439	0.33582857	0.41632396	0.12404382	0.060019724	47001547
0.1259747	0.049562715	0.2885053	0.18156485	0.34320563	0.011186777	47001643
0.040857375	0.7679356	0.042354036	0.059965163	0.042481948	0.046405945	47001606
0.0456296	0.7805329	0.010094847	0.06398895	0.03577316	0.063980535	47001515
0.04638708	0.82828754	0.00901016	0.026912816	0.06751945	0.021882884	47001597
