printed_text	handwritten_text	blank	cover	illustration	chart	filename
0.119091734	0.15102836	0.35558563	0.2824074	0.057494067	0.034392815	53618258
0.020176947	0.9772719	2.7724562e-05	0.00036571038	0.0009323792	0.0012253042	53620718
0.0005896132	0.0050110626	0.003616417	0.98541415	0.0051999083	0.0001688146	53618197
0.04800141	0.016480545	0.41542807	0.44842044	0.0686988	0.0029707742	53620679
0.009678457	0.003701408	0.06656143	0.895778	0.023706425	0.0005742907	53620750
0.0035080756	0.9943468	0.00047380748	0.0009725163	0.0003692051	0.00032966558	53620686
0.012589751	0.98352987	0.00018096059	0.0015372676	0.001059019	0.0011031564	53620732
0.0011599706	0.024897385	0.9638471	0.0018020028	0.00031245977	0.007981029	53620790
0.00076863426	0.016584136	0.97549564	0.001085537	0.00046235	0.005603665	53620826
0.0006368714	0.010392508	0.9834372	0.0009764099	0.00016242675	0.004394559	53620829
0.019294666	0.11862057	0.0045418898	0.8440937	0.010555016	0.0028941792	53620751
0.0060780533	0.0042900634	0.030187778	0.9130846	0.04491288	0.001446608	53620848
0.16189052	0.015892582	0.7741727	0.037861492	0.0070032575	0.0031793534	53611721
0.010284405	0.9746286	0.00015827085	0.002508992	0.0046997415	0.0077200187	53620770
0.008751002	0.97415143	0.00021491102	0.0014521853	0.0023157438	0.01311468	53620821
0.0046426705	0.99268323	6.2843304e-05	0.00035070442	0.00051211275	0.0017483957	53620819
0.0007053898	0.004034907	0.99156475	0.001069054	0.0011114836	0.0015144153	53622097
0.008867738	0.004793916	0.04615158	0.9104032	0.026452018	0.0033314645	53622112
0.0013039752	0.06688589	0.9212045	0.0051578637	0.0011601513	0.004287616	53622030
0.033907093	0.028408358	0.43646348	0.412865	0.08190401	0.0064519825	53621986
0.00507263	0.033106107	0.026102114	0.9257627	0.008863114	0.0010933233	53621983
0.0063184984	0.9890683	0.0003962129	0.0006239716	0.0012591141	0.0023338771	53622015
0.014849425	0.97550654	6.612439e-05	0.00051055977	0.0036725334	0.0053949137	53622036
0.0009598983	0.01253856	0.97779465	0.0038799625	0.003465355	0.001361582	53622140
