printed_text	handwritten_text	blank	cover	illustration	chart	filename
0.01575034	0.020939965	0.8393334	0.06479593	0.055507004	0.0036733735	55996746
0.018952169	0.97322774	0.00025455767	0.0003044379	0.0028425825	0.0044185524	55996764
0.030555146	0.95697343	6.068314e-05	0.00012402073	0.002316828	0.009969861	55996785
0.025411375	0.9609567	0.0001196806	0.00029796213	0.0026287958	0.010585403	55996771
0.032065473	0.019219726	0.16237266	0.627022	0.15277725	0.006542876	55998831
0.031783715	0.0019823527	0.020651743	0.6962786	0.24606185	0.0032418305	55996747
0.038436	0.22885014	0.4814598	0.17590514	0.06859555	0.006753372	55998832
0.037124034	0.029041333	0.08516207	0.77388364	0.072971895	0.0018169364	55998740
0.043985214	0.075630456	0.08859619	0.68546015	0.10280142	0.0035265188	55998833
0.024100728	0.9279625	0.010753523	0.021470126	0.008198249	0.0075149187	55998742
0.026210284	0.017011853	0.5577507	0.34349576	0.047100246	0.008431186	55999284
0.058704052	0.11823199	0.01879776	0.7417509	0.061756335	0.00075890694	55998834
0.40990767	0.10143759	0.012103168	0.37068892	0.10339488	0.002467802	55999235
0.023029394	0.9432885	0.00051899574	0.012034815	0.020374136	0.0007541498	55998836
0.19761486	0.09628922	0.00033523617	0.0032669078	0.1772608	0.525233	55999184
0.7679485	0.18480256	0.00016248292	0.0007986821	0.044406533	0.0018812766	55999273
0.2372118	0.31403467	0.003007588	0.003217612	0.10463116	0.3378972	55999187
0.2741415	0.032443143	0.00096265477	0.59869444	0.09310468	0.00065367843	56000407
0.75753665	0.23237783	0.00030240117	0.0009783251	0.007599107	0.0012056647	56000352
0.10074412	0.00910944	0.0043817917	0.11208442	0.7731177	0.0005625417	56000358
0.03360338	0.016352074	0.47049755	0.33336812	0.12500493	0.021173956	56001772
0.6044849	0.16529702	0.00013507737	0.0019175138	0.20497717	0.023188258	56001733
0.06556382	0.01904747	0.08496038	0.74772376	0.07746908	0.0052355425	56003792
0.66461354	0.28653288	3.2059077e-05	0.00032927137	0.046142872	0.0023493764	56001757
0.7266911	0.19967489	0.00028517414	0.001903083	0.06880039	0.002645295	56003593
0.63094985	0.34741366	2.9617007e-05	0.00062930235	0.014239422	0.0067382324	56001725
0.3477193	0.06203353	0.02752149	0.47320905	0.087883174	0.0016334509	56003491
0.6790031	0.24400629	0.00016501166	0.0013038997	0.0737865	0.0017351762	56003671
0.54942256	0.07895129	0.16697259	0.026630271	0.17212015	0.005903135	56003706
0.06570273	0.021440318	0.24285208	0.54419863	0.11633205	0.009474172	56003898
0.80618864	0.15360284	0.0002819494	0.0021973462	0.034259696	0.0034695605	56003800
0.7731411	0.1709637	0.00016097607	0.0008210371	0.041900855	0.01301223	56003889
0.4704975	0.061423782	0.10044504	0.27257794	0.09187971	0.0031760156	56005198
0.7098783	0.27367568	7.456692e-05	0.0003485663	0.015123056	0.0008997735	56000513
0.10476785	0.02057123	0.46467513	0.27750143	0.114090286	0.018394055	56005240
0.4307528	0.05869537	0.30503032	0.038559277	0.16454712	0.002415072	56005152
0.5214649	0.43364412	8.983677e-05	0.00078412384	0.040613562	0.0034034809	56005203
0.075189546	0.025137257	0.00030290708	0.0016134698	0.059896503	0.8378602	56003823
0.035913073	0.0007984755	0.00012955363	0.017155854	0.94570214	0.0003008262	56005231
0.18235847	0.046118353	0.0092251655	0.5528012	0.20703413	0.0024626718	56005417
0.7098762	0.10523129	0.000106292995	0.0012631717	0.18046555	0.0030575066	56005399
0.81201667	0.055966344	0.022232002	0.049820524	0.05431961	0.00564481	56005410
0.11137542	0.021632537	0.027419891	0.6687154	0.17012583	0.00073098013	56005698
0.69913363	0.24221441	0.00071631017	0.0031277358	0.05300456	0.0018033746	56005649
0.034908466	0.015367382	0.3120552	0.4365113	0.19839066	0.002766974	56005748
0.008904184	0.007350693	0.95265484	0.020037472	0.010308486	0.0007443723	56005746
0.689336	0.21811232	5.4425913e-05	0.001064761	0.088783994	0.0026485159	56005672
0.25545254	0.23028481	0.03497806	0.38203198	0.092108354	0.0051442008	56005749
0.075676605	0.17296334	0.13101408	0.34808382	0.23523661	0.03702555	56005912
0.26671514	0.031355575	0.0013029797	0.0017595184	0.13657805	0.56228876	56005887
0.2845239	0.091972835	0.001821229	0.047542095	0.5729743	0.001165591	56005851
0.42903093	0.5415128	0.006175683	0.0031043927	0.019665211	0.0005110413	56005834
0.04962808	0.020140788	0.009665573	0.82599556	0.08666631	0.007903706	56008131
0.18799491	0.2840932	0.00027131548	0.0005683885	0.027956435	0.4991158	56007690
0.030224746	0.004009445	0.0037604524	0.8953123	0.06408264	0.002610499	56007584
0.2188081	0.7104733	9.419227e-05	0.00038759588	0.021310674	0.048926156	56008079
0.08455163	0.87141013	0.00010176533	0.0004830696	0.013942675	0.02951073	56008065
0.0074711703	0.0031989517	0.0054103457	0.9614651	0.021559333	0.0008951252	56010152
0.04961732	0.85870683	2.7786764e-05	0.00023834113	0.022743171	0.06866658	56010035
0.016940858	0.008732857	0.007693722	0.94422996	0.019635217	0.002767366	56009779
0.15220548	0.6860992	7.060174e-05	0.0016765788	0.05551039	0.104437746	56010236
