printed_text	handwritten_text	blank	cover	illustration	chart	filename
0.02152703	0.24624117	0.5257159	0.08141062	0.11773209	0.0073732324	59597354
0.019670459	0.97389483	0.00046383907	0.0007355302	0.0050094672	0.00022592652	59597349
0.18505846	0.6717248	8.826944e-05	0.00054269034	0.08580515	0.05678063	59597293
0.041909877	0.90769595	0.0001349309	0.00038167488	0.04735416	0.0025235028	59597315
0.052612584	0.0637711	0.45982057	0.058733787	0.35766292	0.0073990966	59603004
0.060013834	0.034693815	0.4357927	0.12829803	0.3318316	0.009369934	61138386
0.02674914	0.034320053	0.594505	0.06525547	0.27668995	0.00248041	59603043
0.022471476	0.003004549	0.00694932	0.8369212	0.12956057	0.0010928577	59605341
0.033072162	0.9631958	2.8872153e-05	0.00032052954	0.0016799321	0.00170271	59602771
0.0297817	0.96446204	5.8270954e-05	0.0005191247	0.0030819206	0.0020970025	59602704
0.05512831	0.007385623	0.0406645	0.031616792	0.83815885	0.02704591	59605320
0.07862086	0.015002136	0.04426732	0.023430869	0.7966078	0.042071078	59605283
0.017874599	0.9799024	2.5666093e-05	0.00019490434	0.0010050881	0.0009973294	59602711
0.015440266	0.0021786012	0.010772406	0.924653	0.044254344	0.0027014073	59603060
0.07614924	0.027235094	0.0021978833	0.8595187	0.03486094	3.811858e-05	59609360
0.0018638767	0.00012996545	0.96160835	0.026172226	0.009963668	0.00026186177	59609431
0.0018638767	0.00012996545	0.96160835	0.026172226	0.009963668	0.00026186177	59609361
0.017936386	0.8926013	0.00068175746	0.0006732842	0.016719094	0.07138825	59609386
0.021807384	0.9613765	0.00013437713	0.0010846762	0.009297626	0.006299494	59609411
0.078248814	0.0051605375	0.48892036	0.3347656	0.08312514	0.009779446	59619140
0.029878912	0.006536217	0.023873175	0.025675029	0.9123816	0.001655195	59619069
0.14834818	0.009515834	0.010454767	0.67124814	0.15876599	0.0016671425	59618503
0.74030346	0.22695419	4.184242e-05	0.0002192315	0.028793184	0.003688164	59618575
0.09934129	0.016082902	0.16652758	0.18793827	0.5174041	0.012705864	59646152
0.22638656	0.019076636	0.03169402	0.07458747	0.598287	0.04996832	59646075
0.8714256	0.09578622	6.445767e-05	5.122319e-05	0.02458385	0.008088636	59619127
0.11129694	0.059069462	0.3368748	0.077486895	0.27960044	0.13567145	59646097
0.7414814	0.2091217	0.0016401646	0.0018352795	0.037711922	0.008209447	59646157
0.69978297	0.2732795	0.0013784682	0.00175249	0.019300872	0.004505759	59646163
0.7167066	0.25449505	0.0007390373	0.0017307567	0.02336018	0.0029684922	59646162
0.53655493	0.027341304	0.0190126	0.16871892	0.2323439	0.016028335	59653064
0.103758395	0.006142275	0.0027765783	0.83357793	0.053334307	0.0004104783	59653051
0.016998895	0.006668554	0.7160205	0.23032439	0.023600224	0.006387426	59653240
0.489747	0.45445198	0.00015312748	0.0006465033	0.03638885	0.018612567	59653181
0.2106473	0.19481766	0.0007690934	0.023777168	0.42539108	0.14459765	59653189
0.113736354	0.6207813	0.13643885	0.09697484	0.02312356	0.008945075	59684530
0.12575956	0.053292524	0.06566429	0.30181447	0.3875803	0.06588887	59684519
0.11700411	0.7234478	0.020005746	0.051264994	0.08101856	0.007258783	59684526
0.06879052	0.0061925873	0.16405548	0.33317962	0.41090977	0.01687206	59684522
0.12663619	0.011504955	0.070007086	0.10268248	0.6450108	0.04415855	59684491
0.12571834	0.09822566	0.2286766	0.089022085	0.41068113	0.04767618	59715937
0.06880756	0.010275156	0.32576385	0.16648929	0.32757327	0.10109089	59686890
0.22032337	0.048311647	0.16665335	0.09796017	0.43357545	0.033176035	59686866
0.28331876	0.3116459	0.06327909	0.30488917	0.027709147	0.009157921	59695864
0.064876586	0.01580198	0.094424404	0.15868132	0.44064313	0.22557247	59715981
0.16486342	0.76932025	0.0037596687	0.0020581018	0.0064028446	0.053595737	59695911
0.07605118	0.033460625	0.025977721	0.10894472	0.74275327	0.012812408	59686927
0.0038697124	0.023923384	0.96907413	0.0007883631	0.0010382443	0.0013061257	59695849
0.035987534	0.946915	0.0010920216	0.0008101838	0.0027052395	0.0124900425	59695876
0.05131237	0.015588347	0.006997184	0.046718124	0.8740344	0.0053495895	59715965
0.0005510801	0.012086809	0.9838368	0.0015395697	0.00035368284	0.0016321222	59717249
0.06323054	0.022691011	0.20285048	0.60840493	0.1003237	0.0024994214	59717161
0.007915012	0.19567294	0.7764357	0.0039496836	0.003949126	0.01207754	59717124
0.0036479624	0.081450395	0.881116	0.013979108	0.006195246	0.01361126	59717158
0.0036729742	0.05909332	0.91477925	0.0054000188	0.009173432	0.00788101	59717262
0.6387701	0.2926344	0.0040737786	0.014557548	0.039993554	0.009970613	59477214
0.007480924	0.97483987	0.000157608	0.00032794243	0.0018157022	0.015377903	59717111
0.03979622	0.21873441	0.0051348177	0.68527895	0.0504077	0.00064785965	59717110
0.009252371	0.0030001348	0.0046046423	0.91163397	0.07134248	0.00016630524	59717162
0.009329082	0.98398316	0.00023078319	0.0013972775	0.002470943	0.0025888095	59717075
0.0042822766	0.99190134	0.001195944	0.0007709145	0.0007009476	0.001148484	59717133
0.7987847	0.12262945	0.00041821957	0.00251141	0.049575604	0.026080597	59477049
0.012054038	0.50745255	0.45783174	0.0069955555	0.009349114	0.0063170535	59717356
0.024235623	0.9349593	0.00086285605	0.015580211	0.0073696696	0.016992345	59717383
0.013947453	0.9662861	0.00016511456	0.0024327168	0.007582275	0.009586338	59717335
0.018571554	0.9403289	0.00037994908	0.0015251759	0.011622468	0.027572012	59717216
0.019813148	0.006547105	0.0026994657	0.93243325	0.037818618	0.00068842573	59717394
0.023599733	0.070531614	0.006025756	0.8422556	0.056564786	0.0010224747	59717257
0.23140493	0.051296726	0.0010552712	0.010276089	0.16140531	0.5445617	59720318
0.14654712	0.025702348	0.03927514	0.7615351	0.02502835	0.0019119234	59720259
0.01837624	0.010974335	0.67914975	0.2721901	0.011475499	0.007834034	59720383
0.12625705	0.024619645	0.20961052	0.53816956	0.09863808	0.002705088	59743889
0.68990195	0.2337694	0.016795656	0.012394311	0.045883782	0.0012549091	59720223
0.8008444	0.17409097	0.0022928715	0.0012826761	0.019227479	0.002261629	59720375
0.7029199	0.079977	0.05016033	0.011798295	0.15440306	0.0007414128	59743737
0.034794264	0.002483869	0.0047196187	6.0896044e-05	0.0055453726	0.95239604	59743840
0.0018638767	0.00012996545	0.96160835	0.026172226	0.009963668	0.00026186177	59773880
0.07332148	0.062605225	0.11474676	0.49506417	0.24126212	0.013000272	59773876
0.8444989	0.10860484	0.006177548	0.0028455325	0.036118664	0.001754577	59743751
0.0018638767	0.00012996545	0.96160835	0.026172226	0.009963668	0.00026186177	59773885
0.011223947	0.18334845	0.16388638	0.2987083	0.33560598	0.0072269454	59773878
0.41273794	0.12674576	0.01252454	0.3731765	0.07450686	0.00030842042	59773920
0.0018638767	0.00012996545	0.96160835	0.026172226	0.009963668	0.00026186177	59776544
0.04789741	0.6123909	0.007829006	0.01845821	0.20284222	0.11058229	59773871
0.24828917	0.08049845	0.050125446	0.54282564	0.07741475	0.0008464895	59776543
0.009072985	0.9869571	1.011939e-05	6.426945e-05	0.0032877158	0.0006079088	59773913
0.027609704	0.95342815	7.320749e-05	0.00021254721	0.017240183	0.0014361222	59773908
0.010442991	0.97337806	0.00048318156	0.00096095254	0.012616898	0.0021179025	59776635
0.017279992	0.9631799	0.00069835415	0.00052609073	0.0102670165	0.008048674	59776596
0.043473084	0.9168898	0.00089206325	0.0016203324	0.012979476	0.024145287	59776568
0.0018638767	0.00012996545	0.96160835	0.026172226	0.009963668	0.00026186177	59778464
0.0018638767	0.00012996545	0.96160835	0.026172226	0.009963668	0.00026186177	59778397
0.022892457	0.9667898	2.4338247e-05	0.0003797323	0.008767725	0.0011459761	59778429
0.52835065	0.090336196	0.016993558	0.3300317	0.033369895	0.00091802276	59778396
0.021582194	0.9703627	0.00015060921	0.00069370016	0.004167039	0.0030437321	59778439
0.04553043	0.9409751	5.8052898e-05	0.0010480096	0.009857696	0.0025306516	59778448
0.043292176	0.34437233	0.37085763	0.05242972	0.15831092	0.030737242	59778747
0.0018638767	0.00012996545	0.96160835	0.026172226	0.009963668	0.00026186177	59778656
0.040301345	0.9302537	9.422951e-05	0.0010496599	0.016644772	0.0116564175	59778661
0.0018638767	0.00012996545	0.96160835	0.026172226	0.009963668	0.00026186177	59778752
0.027780104	0.8042508	0.00103576	0.0021841764	0.07457988	0.09016923	59778797
0.033017714	0.9488385	0.0001261029	0.00094037637	0.012878311	0.0041990285	59778683
0.026989246	0.9567045	0.0005256147	0.0008814974	0.009898742	0.0050003896	59778718
0.0018638767	0.00012996545	0.96160835	0.026172226	0.009963668	0.00026186177	59778863
0.18067385	0.052021854	0.0060143447	0.68070334	0.08038269	0.00020385829	59778655
0.060109746	0.81215364	0.0022975558	0.004226529	0.06562657	0.055585958	59778799
0.021997964	0.2800926	0.5523017	0.064334296	0.060521614	0.020751756	59778874
0.030954959	0.37110844	0.41567248	0.07749785	0.09483434	0.009931935	59778876
0.033051845	0.917926	0.0007010774	0.001729708	0.02051672	0.026074745	59778763
0.2072668	0.08564429	0.008897681	0.6070626	0.09046944	0.00065924955	59778751
0.042887166	0.36600187	0.4147938	0.01179873	0.08558121	0.078937255	59778894
0.12965089	0.03595616	0.01969401	0.67237926	0.14128393	0.0010358469	59778835
0.025795352	0.28270048	0.4289515	0.08243294	0.15178666	0.028333081	59778900
0.026219746	0.9600984	0.00010226765	0.0008264485	0.0117132515	0.0010399197	59778873
0.011856783	0.19128254	0.74600375	0.0067449384	0.031477828	0.012634126	59779626
0.0038083007	0.0010630459	0.0015182797	0.95842355	0.033641376	0.0015454075	59779663
0.003602278	0.079652846	0.90869164	0.0023673754	0.0012083002	0.0044774935	59779654
0.10101685	0.08790837	0.2625681	0.20739059	0.33505172	0.006064382	59779662
0.0019058987	0.99437815	0.00042485565	0.0009996709	0.0013113961	0.0009801298	59779649
0.004121868	0.9883333	0.0006871392	0.0010058142	0.00079245225	0.005059484	59779639
0.0033150045	0.9902828	0.000940393	0.0025314984	0.0015089189	0.001421424	59779637
0.018535616	0.0043811165	0.01032436	0.91606253	0.047006484	0.003689903	59779632
0.07804158	0.90663785	0.0022835701	0.005026694	0.0049569528	0.003053389	59782210
0.107340835	0.4857095	0.054612365	0.08334541	0.26136526	0.007626642	59782283
0.023169478	0.02555043	0.00085822167	0.1530271	0.79095185	0.0064429706	59782213
0.0059374985	0.003100889	0.0036008558	0.9442628	0.042725537	0.00037242103	59782214
0.056712087	0.37493786	0.27444857	0.041671164	0.24805999	0.0041702637	59782270
0.038187034	0.9394431	7.940276e-05	0.0033618263	0.016995598	0.0019329698	59782212
0.04234716	0.945983	6.4025255e-05	0.00093969464	0.0032724019	0.007393795	59782252
0.01632246	0.97125614	0.00069782004	0.002184102	0.0059306216	0.0036088552	59796589
0.052923985	0.9396419	0.000436591	0.0012930251	0.002337582	0.003366972	59796605
0.01642596	0.98078555	0.00042396263	0.0007164902	0.00045931878	0.0011887152	59795034
0.014718743	0.97854507	0.00046343182	0.0029018435	0.0020283535	0.001342579	59795077
0.024164101	0.9257064	0.00034871613	0.00013067605	0.0025220162	0.047128096	59795108
0.015225256	0.97105545	0.0007619259	0.005612405	0.0030406576	0.0043042474	59796584
0.121317215	0.8218247	0.0075150873	0.027323397	0.005301157	0.016718457	59796690
0.2852238	0.6949818	0.0016499159	0.0054590595	0.008945241	0.0037401784	59796685
0.049521104	0.94440514	0.00096790853	0.0020924394	0.0006148846	0.0023984998	59797127
0.06833824	0.050987806	0.73689884	0.060503453	0.07376072	0.00951092	59808092
