printed_text	handwritten_text	blank	cover	illustration	chart	filename
0.024215633	0.02921336	0.84310144	0.048496548	0.052375298	0.0025977336	55756618
0.0032401588	0.0073762233	0.96614987	0.009338427	0.012113392	0.0017819538	55756617
0.047734395	0.45230433	0.02173182	0.121383406	0.031247893	0.32559812	55756622
0.011483926	0.8601548	0.025463678	0.039337043	0.011286063	0.05227449	55756599
0.017647866	0.48158458	0.03860085	0.022502925	0.033295758	0.40636802	55756635
0.005650801	0.0047664456	0.005451733	0.9627392	0.020945795	0.00044598363	55756669
0.04561482	0.04967987	0.002875715	0.8632022	0.03835611	0.00027122893	55756620
0.012515895	0.007415055	0.0058562886	0.9435959	0.029092724	0.0015241097	55756636
0.00091455074	0.013628567	0.97996485	0.002082861	0.0014951581	0.0019140514	55758545
0.06344581	0.059209213	0.6449231	0.16503866	0.06149836	0.0058848895	55758534
0.0014612554	0.020663649	0.96834457	0.00334025	0.0025932647	0.0035969801	55758549
0.01358343	0.0030671204	0.52557766	0.431824	0.02459177	0.0013560617	55758553
0.04544636	0.6146409	0.1312766	0.15559833	0.048696786	0.0043410794	55758532
0.03586897	0.0102492655	0.034464464	0.9063466	0.010784453	0.002286205	55758524
0.020732367	0.67267144	0.008887541	0.020478014	0.05846888	0.21876174	55758542
0.023212885	0.44403365	0.4706984	0.026338387	0.025027981	0.010688639	55758528
0.010446501	0.014041279	0.9617007	0.0059823752	0.004639791	0.0031894317	55758583
0.04862529	0.02966084	0.8982919	0.009399583	0.009015213	0.0050071483	55758687
0.049414907	0.90975726	0.0015869043	0.0012324454	0.0048737656	0.03313481	55758596
0.031593766	0.020353233	0.921799	0.014569734	0.008704816	0.0029794895	55758563
0.028984837	0.9628439	0.00062962546	0.0005022828	0.0028280194	0.004211415	55758668
0.0054557486	0.0013828459	0.07670178	0.8679081	0.047650028	0.0009014997	55758707
0.033357702	0.9551575	0.00055984117	0.0009190466	0.004412757	0.005593163	55758696
0.04568419	0.024571646	0.054277297	0.7809541	0.088779196	0.005733544	55758708
0.0032076114	0.014208226	0.9765321	0.0020265218	0.0024456272	0.0015799374	55758719
0.0119194565	0.3495422	0.59242123	0.024962641	0.011521772	0.009632659	55758797
0.11527733	0.45039892	0.40894857	0.009690522	0.009201369	0.006483277	55758847
0.0021263966	0.0011689155	0.09451599	0.8789186	0.022944573	0.00032564846	55758857
0.019892918	0.959312	0.00092105666	0.0011394942	0.011339444	0.0073951166	55758734
0.020086983	0.9574345	0.00057888334	0.0006389873	0.00589464	0.0153659545	55758816
0.013611991	0.97900075	0.00021184259	0.00035811312	0.004140747	0.0026764923	55758836
0.022904528	0.36759466	0.4967374	0.01667009	0.0272094	0.06888401	55758946
0.015880922	0.05478126	0.60304034	0.2524942	0.067102514	0.006700771	55758907
0.012026379	0.0089867655	0.018324086	0.92394567	0.031386286	0.0053308536	55758858
0.011459961	0.004649429	0.09739889	0.84922403	0.036311477	0.00095622655	55759001
0.01730725	0.9402281	0.002993145	0.0049310895	0.006678154	0.027862182	55758985
0.025761984	0.81764406	0.03131162	0.05272362	0.022331743	0.050226964	55758939
0.039909154	0.8330504	0.00454017	0.0046686367	0.035646625	0.08218509	55758873
0.002078362	0.0031054271	0.9900069	0.002600498	0.0017235517	0.00048519496	55759059
0.0038029142	0.005030995	0.9799436	0.007537609	0.0027218668	0.0009630929	55759075
0.0040591494	0.0015025114	0.037101172	0.9194813	0.036593962	0.0012619853	55759131
0.084900014	0.010766992	0.010541193	0.72078484	0.16408914	0.008917847	55759002
0.020680731	0.9635363	0.0011958631	0.00092782505	0.004176553	0.009482679	55759084
0.061290096	0.5633392	0.24135976	0.058872107	0.031737927	0.04340088	55759129
0.030067313	0.9502561	0.00055874314	0.0012065156	0.005348199	0.012563098	55759096
0.023190515	0.9538077	0.0006810516	0.00090871635	0.004018187	0.017393759	55759024
0.024607278	0.04526282	0.81508476	0.07223204	0.040565513	0.0022475538	55759243
0.008192275	0.012822789	0.92784	0.035207283	0.0143950675	0.001542663	55759197
0.022635557	0.95005465	7.031527e-05	0.0002932498	0.0040148394	0.02293153	55759178
0.012141967	0.98220587	0.00015006932	0.000995613	0.002597055	0.0019094482	55759206
0.044549804	0.08586512	0.85678	0.0062110024	0.0033575834	0.003236491	55759345
0.021675162	0.0062285075	0.012905878	0.9447286	0.013706278	0.00075558206	55759132
0.004385023	0.005173368	0.9822244	0.0032312358	0.0034611197	0.0015249164	55759313
0.0022808295	0.0041519427	0.98698723	0.0031003633	0.0025239692	0.00095558906	55759311
0.11769897	0.015477221	0.037144143	0.6811923	0.14459696	0.0038903477	55759256
0.0018714605	0.00057811383	0.03309078	0.9281713	0.03512385	0.0011644613	55759403
0.017509803	0.9626724	0.000511619	0.00074032473	0.002603568	0.01596224	55759142
0.025532734	0.9558017	0.00044822844	0.0013749958	0.005104804	0.011737483	55759352
0.031504825	0.93168515	0.00014401761	0.00069904176	0.00972297	0.02624401	55759386
0.019383883	0.9288531	0.000611981	0.0009215143	0.0068670297	0.043362487	55759324
0.0040817684	0.0033835436	0.96215254	0.020004407	0.009965807	0.00041194097	55759411
0.0009444986	0.0010026653	0.99245524	0.0038970625	0.0014942435	0.0002063426	55759455
0.20635211	0.28489983	0.2207649	0.15580434	0.1280854	0.0040934705	55759471
0.0033109956	0.0010470286	0.021016655	0.95565844	0.018267773	0.0006992029	55759499
0.06342996	0.021741712	0.027743973	0.6878513	0.19099593	0.00823708	55759404
0.017816342	0.97314024	0.00065849884	0.00082201196	0.0013852132	0.006177679	55759446
0.016032532	0.94447905	0.0021995394	0.008033681	0.0054925564	0.023762573	55759472
0.029539743	0.9209531	0.0008460289	0.000538855	0.0039457944	0.044176497	55759448
0.014633185	0.19313346	0.73981273	0.037338864	0.014831566	0.00025017947	55760549
0.0010852083	0.0010888345	0.99423146	0.001916527	0.001385622	0.00029233398	55760545
0.001512613	0.0003545554	0.018543046	0.95808464	0.021029145	0.00047599844	55759255
0.00047879835	0.00049599673	0.99808383	0.00046783904	0.00035791734	0.00011572343	55760573
0.00028059	5.6692596e-05	0.14218219	0.852506	0.0048813527	9.3120805e-05	55760589
0.08672614	0.004159299	0.0015455608	0.75608724	0.15076931	0.000712459	55760526
0.015787879	0.97325045	4.105311e-05	0.00010440794	0.007581756	0.0032344044	55760562
0.009337057	0.9857018	0.0002441385	0.0002216357	0.002422905	0.0020725827	55760564
0.008333481	0.98835677	0.0001762975	0.00022599557	0.0013350681	0.0015724378	55760534
0.044522747	0.93287295	0.0002693458	0.00079816626	0.006426662	0.015110184	55760827
0.039025184	0.91348076	7.559743e-05	0.00026109794	0.0031489336	0.04400844	55760673
0.0020574674	0.0023500691	0.9335133	0.029153643	0.032493412	0.0004322008	55761708
0.0071846955	0.014047673	0.9408138	0.01945901	0.01594204	0.002552783	55761690
0.016190622	0.97884595	0.00028091797	0.0005774494	0.0019618801	0.0021430883	55760726
0.0107644675	0.014348948	0.8314908	0.087515205	0.05468431	0.0011963063	55761681
0.0036108606	0.0042200345	0.011242033	0.9717847	0.008275895	0.0008664132	55761692
0.0024941214	0.0077530486	0.0004752403	0.9657561	0.023401843	0.000119542354	55761683
0.019217864	0.52944475	0.08447518	0.1930174	0.17230274	0.00154207	55761694
0.011149264	0.27412677	0.23426381	0.03284341	0.01049404	0.43712267	55761695
0.022323562	0.53183293	0.16156168	0.17755081	0.012437192	0.09429382	55761684
0.033681937	0.2863243	0.58612597	0.0756727	0.006889089	0.011305967	55761954
0.031407822	0.9007981	0.0006743041	0.0016822583	0.03251074	0.032926794	55761927
0.011627587	0.023991782	0.8660714	0.045892924	0.051252063	0.0011642071	55759149
0.031159995	0.18527412	0.6200265	0.056046013	0.057134748	0.050358567	55761907
0.03456211	0.17619844	0.67119575	0.08036698	0.02854107	0.009135629	55761950
0.0025948645	0.002810136	0.98486716	0.0063402564	0.0012942976	0.0020932567	55769881
0.005206131	0.7589345	0.02327097	0.16234428	0.042309746	0.007934269	55769880
0.010269478	0.04401636	0.927143	0.0046026427	0.010741485	0.0032270493	55769858
0.006015303	0.18303923	0.06638478	0.4215388	0.32212186	0.00089995825	55769822
0.0068267956	0.9822105	0.0021075902	0.005916816	0.0010350378	0.0019032393	55769862
0.086329736	0.10276852	0.011507393	0.20796037	0.59015816	0.0012757941	55769840
0.0017229905	0.14117181	0.8209	0.0074533876	0.0010151993	0.027736573	55769850
0.002546316	0.9952094	0.0003919206	0.0005903693	0.0009408539	0.0003211454	55769846
0.014939316	0.0079865465	0.028314441	0.91441685	0.030495215	0.0038475574	55761901
0.015397143	0.94586146	0.010537477	0.0016392916	0.006579811	0.01998491	55761953
0.027175117	0.9125706	0.0023663111	0.003873464	0.0072372598	0.04677731	55761925
0.0888019	0.40990758	0.022974344	0.087293014	0.37566477	0.01535834	55785170
0.19992054	0.045235828	0.0027619412	0.6433592	0.10631399	0.0024084842	55785175
0.047164172	0.94012314	0.0002587804	0.004512976	0.0024725816	0.0054682996	55785159
0.57187605	0.07152504	0.009286351	0.19841917	0.14040644	0.008486905	55785173
0.037420403	0.9254633	0.0020700414	0.0106489	0.016338412	0.008058982	55785186
0.04631456	0.6684901	0.008986471	0.0490059	0.19987322	0.027329683	55785174
0.021751	0.9645479	5.787681e-05	0.0004938133	0.0030785522	0.010070896	55785198
0.030040339	0.20175835	0.5191874	0.0855502	0.035806444	0.12765725	55785248
0.04204959	0.2811685	0.20450275	0.076807395	0.3275008	0.06797104	55785279
0.057770953	0.096511304	0.44462144	0.10234108	0.29642475	0.0023304597	55785270
0.014361854	0.97886205	0.00014394583	0.0009490138	0.004070876	0.0016121884	55785274
0.010761063	0.9770448	0.0003213263	0.0027416234	0.0064151795	0.0027158554	55785223
0.06948541	0.20736799	0.11339618	0.11934335	0.40514427	0.085262716	55785401
0.020739017	0.95524246	0.0005846961	0.011856222	0.00926919	0.0023084064	55785395
0.012550582	0.98183227	8.6586406e-05	0.0010515179	0.0037256447	0.0007534192	55785392
0.018412072	0.107810274	0.7198461	0.06405397	0.08109297	0.008784558	55785402
0.014681245	0.020430805	0.014897317	0.8504514	0.09842156	0.0011177015	55786237
0.014777012	0.9489442	0.00084208086	0.0138285225	0.019404687	0.0022035027	55786175
0.017666886	0.86329854	0.00021889483	0.011497991	0.042090483	0.06522721	55785315
0.0074571907	0.9845154	0.00043083384	0.0011159707	0.0019284049	0.0045521203	55786144
0.0070232768	0.9828128	0.00035402164	0.002463893	0.0048238384	0.002522255	55786178
0.022572335	0.8489939	0.050543264	0.03116126	0.009803437	0.036925804	55786222
0.035410587	0.17013672	0.73543763	0.023420688	0.024197347	0.011397015	55786762
0.04405487	0.31079188	0.44961512	0.049722005	0.10092708	0.044889	55787020
0.01986244	0.104955226	0.71879464	0.0077497377	0.13498463	0.013653325	55787014
0.009536898	0.9885861	6.541275e-05	0.00026976134	0.00085795746	0.00068389805	55786757
0.010095844	0.98697364	0.00026114227	0.0007774929	0.0011826442	0.00070927094	55786832
0.0037459752	0.003964508	0.9311777	0.034692563	0.026103396	0.00031586463	55787135
0.004223812	0.01725582	0.9445451	0.01350965	0.017762808	0.0027027647	55787112
0.0143943755	0.9830736	0.00016494404	0.0005028104	0.0013081796	0.0005560203	55786726
0.011124805	0.25682005	0.68343496	0.025497688	0.019744959	0.0033775324	55787057
0.011824453	0.008867313	0.027434584	0.92825985	0.020241922	0.0033718846	55787136
0.015906274	0.5554804	0.07372629	0.007805795	0.008480014	0.3386012	55787052
0.014608439	0.4348742	0.49370274	0.014044618	0.03314998	0.009619981	55787134
0.031324632	0.11266801	0.00040521508	0.7987381	0.056114778	0.00074928557	55787055
0.02758974	0.25419444	0.014737645	0.6280031	0.073107526	0.0023675615	55787042
