start_time	end_time	dl_time	width	height	ids_id
1681938673.6860907	1681938674.4580302	0.7719395160675049	323.0	574.0	55907263
1681938673.7297432	1681938674.5410647	0.811321496963501	323.0	584.0	55907235
1681938673.8089602	1681938674.6011534	0.7921931743621826	331.0	578.0	55907191
1681938673.8243256	1681938674.5576932	0.7333676815032959	376.0	332.0	55909355
1681938674.0280569	1681938674.6889985	0.6609416007995605	376.0	293.0	55909464
1681938674.0295372	1681938674.7765875	0.7470502853393555	261.0	376.0	55909465
1681938674.1673913	1681938674.762005	0.594613790512085	376.0	332.0	55909354
1681938674.1771536	1681938674.973369	0.796215295791626	302.0	438.0	55910587
1681938674.2989588	1681938675.0102286	0.7112698554992676	219.0	171.0	55910531
1681938674.3001866	1681938674.9825282	0.6823415756225586	219.0	171.0	55910586
1681938674.335568	1681938674.9886498	0.6530818939208984	219.0	171.0	55910585
1681938674.4566183	1681938675.2785995	0.8219811916351318	376.0	313.0	55911135
1681938674.4580758	1681938675.378715	0.9206392765045166	376.0	313.0	55911133
1681938674.5411217	1681938675.3526695	0.8115477561950684	241.0	376.0	55911127
1681938674.5577397	1681938675.3429987	0.7852590084075928	241.0	376.0	55911136
1681938674.6012144	1681938675.3144145	0.7132000923156738	376.0	326.0	55911125
1681938674.689055	1681938675.6006656	0.9116106033325195	376.0	293.0	55916777
1681938674.7620757	1681938675.6178067	0.8557310104370117	376.0	293.0	55916779
1681938674.7766733	1681938675.7081695	0.9314961433410645	260.0	376.0	55916790
1681938674.973422	1681938675.8743021	0.9008800983428955	260.0	376.0	55916715
1681938674.9825804	1681938675.9717782	0.9891977310180664	204.0	315.0	55917004
1681938674.9887877	1681938676.0791388	1.0903511047363281	289.0	388.0	55917595
1681938675.0102897	1681938675.9762647	0.9659750461578369	203.0	314.0	55916900
1681938675.2786705	1681938675.9740822	0.6954116821289062	300.0	427.0	55916935
1681938675.3144562	1681938676.1083713	0.7939150333404541	377.0	253.0	55917737
1681938675.3430607	1681938676.1618426	0.818781852722168	205.0	131.0	55917741
1681938675.3527236	1681938676.296414	0.943690299987793	214.0	337.0	55917326
1681938675.3787751	1681938676.1768947	0.7981195449829102	316.0	409.0	55917489
1681938675.6007764	1681938676.439519	0.8387424945831299	361.0	599.0	55916849
1681938675.617863	1681938676.5528822	0.9350192546844482	303.0	438.0	55920036
1681938675.7082245	1681938676.6099606	0.9017360210418701	303.0	438.0	55920098
1681938675.874385	1681938676.650876	0.7764909267425537	219.0	172.0	55920096
1681938675.9718382	1681938677.1127512	1.1409130096435547	315.0	409.0	55921807
1681938675.9741614	1681938676.8169222	0.8427608013153076	315.0	405.0	55921874
1681938675.9763405	1681938676.979026	1.002685546875	315.0	405.0	55921792
1681938676.0791974	1681938676.8511293	0.7719318866729736	311.0	394.0	55921946
1681938676.108428	1681938676.8254838	0.7170557975769043	316.0	395.0	55921915
1681938676.1619043	1681938676.9118578	0.7499535083770752	313.0	396.0	55921919
1681938676.1769488	1681938677.047194	0.8702452182769775	316.0	395.0	55922010
1681938676.2964714	1681938677.0167851	0.7203137874603271	319.0	397.0	55921933
1681938676.4395795	1681938677.1641622	0.7245826721191406	313.0	395.0	55921929
1681938676.5529337	1681938677.3860862	0.8331525325775146	202.0	331.0	55928676
1681938676.610017	1681938677.443174	0.8331568241119385	332.0	526.0	55928772
1681938676.6509285	1681938677.4950664	0.8441379070281982	330.0	404.0	55928557
1681938676.8169699	1681938677.5853653	0.7683954238891602	376.0	330.0	55930789
1681938676.825552	1681938677.559785	0.7342329025268555	376.0	298.0	55930886
1681938676.851233	1681938677.6635892	0.8123562335968018	265.0	376.0	55930787
1681938676.912029	1681938677.6873026	0.7752735614776611	376.0	298.0	55930885
1681938676.979109	1681938677.8145773	0.8354682922363281	268.0	376.0	55930993
1681938677.0168295	1681938677.8475797	0.8307502269744873	376.0	301.0	55930973
1681938677.047249	1681938677.8566957	0.8094465732574463	376.0	301.0	55930972
1681938677.1128092	1681938677.8635483	0.7507390975952148	376.0	302.0	55930996
1681938677.1642122	1681938677.9016063	0.7373940944671631	376.0	302.0	55930995
1681938677.3861525	1681938678.0910656	0.7049131393432617	259.0	376.0	55930994
1681938677.443233	1681938678.3523946	0.9091615676879883	259.0	376.0	55931094
1681938677.4951196	1681938678.2328901	0.7377705574035645	376.0	292.0	55931092
1681938677.5598373	1681938678.3789299	0.8190925121307373	363.0	450.0	55936928
1681938677.5854154	1681938678.4477158	0.8623003959655762	363.0	450.0	55936911
1681938677.6636596	1681938678.425898	0.7622385025024414	363.0	450.0	55936904
1681938677.6873593	1681938678.460958	0.7735986709594727	363.0	450.0	55936927
1681938677.814654	1681938678.567534	0.7528798580169678	376.0	278.0	55952627
1681938677.8476524	1681938678.7562957	0.9086432456970215	376.0	298.0	55952537
1681938677.8567922	1681938679.0422397	1.1854474544525146	265.0	376.0	55952549
1681938677.8636043	1681938678.9698281	1.1062238216400146	254.0	376.0	55952631
1681938677.901678	1681938678.5860996	0.6844215393066406	376.0	278.0	55952594
1681938678.0911267	1681938678.8365676	0.7454409599304199	376.0	279.0	55952721
1681938678.2329552	1681938678.8793979	0.6464426517486572	376.0	288.0	55952682
1681938678.3524446	1681938678.9494233	0.5969786643981934	376.0	280.0	55952784
1681938678.37906	1681938679.097066	0.718005895614624	266.0	376.0	55952786
1681938678.425961	1681938679.0888383	0.6628773212432861	269.0	376.0	55952675
1681938678.447761	1681938679.0381632	0.5904021263122559	376.0	292.0	55952678
1681938678.4610407	1681938679.0573351	0.5962944030761719	376.0	288.0	55952683
1681938678.567597	1681938679.2839353	0.7163383960723877	376.0	332.0	55953081
1681938678.5861464	1681938679.1738486	0.5877022743225098	376.0	310.0	55953147
