MaterialTypeName,TitleID,FullTitle,ItemURL,HoldingInstitution,NumPages
Manuscript language material,106849,"Field notes, circa 1959",https://www.biodiversitylibrary.org/item/192128,Smithsonian Institution Archives,9
Manuscript language material,106877,"Locality index for Devonian, undated",https://www.biodiversitylibrary.org/item/188624,Smithsonian Institution Archives,43
Manuscript language material,106880,"Field notes, 1968",https://www.biodiversitylibrary.org/item/188625,Smithsonian Institution Archives,18
Manuscript language material,106890,"Field notes, 1966",https://www.biodiversitylibrary.org/item/188654,Smithsonian Institution Archives,11
Manuscript language material,106891,"Migration records, spring, 1900",https://www.biodiversitylibrary.org/item/188655,Smithsonian Institution Archives,7
Manuscript language material,106892,"Monthly bird lists, June 1902 - January 1905",https://www.biodiversitylibrary.org/item/188656,Smithsonian Institution Archives,64
Manuscript language material,106893,"Monthly bird list, July 1900",https://www.biodiversitylibrary.org/item/188657,Smithsonian Institution Archives,6
Manuscript language material,106907,"Field notes, 1964",https://www.biodiversitylibrary.org/item/188677,Smithsonian Institution Archives,10
Manuscript language material,106953,"Rose, greenhouse notes",https://www.biodiversitylibrary.org/item/188729,Smithsonian Institution Archives,252
Manuscript language material,106954,"Field notes, 1966",https://www.biodiversitylibrary.org/item/188733,Smithsonian Institution Archives,69
Manuscript language material,106954,"Field notes, 1966",https://www.biodiversitylibrary.org/item/192514,Smithsonian Institution Archives,71
Manuscript language material,107090,"Field notes, 1964",https://www.biodiversitylibrary.org/item/188873,Smithsonian Institution Archives,14
Manuscript language material,107090,"Field notes, 1964",https://www.biodiversitylibrary.org/item/192569,Smithsonian Institution Archives,16
Manuscript language material,107094,"Field notes, 1965",https://www.biodiversitylibrary.org/item/188874,Smithsonian Institution Archives,6
Manuscript language material,107094,"Field notes, 1965",https://www.biodiversitylibrary.org/item/192274,Smithsonian Institution Archives,8
Manuscript language material,107240,"Field notes and maps, 1939",https://www.biodiversitylibrary.org/item/189035,Smithsonian Institution Archives,8
Manuscript language material,107240,"Field notes and maps, 1939",https://www.biodiversitylibrary.org/item/192129,Smithsonian Institution Archives,10
Manuscript language material,107244,"Local field note-book no. 2 of Lester F. Ward, October 16, 1892 to May 7, 1893",https://www.biodiversitylibrary.org/item/189047,Smithsonian Institution Archives,28
Manuscript language material,107244,"Local field note-book no. 2 of Lester F. Ward, October 16, 1892 to May 7, 1893",https://www.biodiversitylibrary.org/item/192535,Smithsonian Institution Archives,30
Manuscript language material,107246,"Diaries and field notes, 1915 - 1972 (2)",https://www.biodiversitylibrary.org/item/189048,Smithsonian Institution Archives,56
Manuscript language material,107246,"Diaries and field notes, 1915 - 1972 (2)",https://www.biodiversitylibrary.org/item/192499,Smithsonian Institution Archives,58
Manuscript language material,107247,"Diaries and field notes, 1915 - 1972",https://www.biodiversitylibrary.org/item/189049,Smithsonian Institution Archives,46
Manuscript language material,107247,"Diaries and field notes, 1915 - 1972",https://www.biodiversitylibrary.org/item/192498,Smithsonian Institution Archives,48
Manuscript language material,107333,"Monthly bird lists, June 1902 - February 1903",https://www.biodiversitylibrary.org/item/189156,Smithsonian Institution Archives,18
Manuscript language material,107334,"Migration records, fall, 1901",https://www.biodiversitylibrary.org/item/189157,Smithsonian Institution Archives,2
Manuscript language material,107335,"Field notes, October 1911 : probably taken at Lawrence, Kansas",https://www.biodiversitylibrary.org/item/189158,Smithsonian Institution Archives,22
Manuscript language material,107336,"Field notes, 1935-1936 : brief notes recorded on several trips to the Shenandoah Mountains, Virginia",https://www.biodiversitylibrary.org/item/189159,Smithsonian Institution Archives,13
Manuscript language material,107337,"Field notes, February - August 1913 : bird observations made on trips in Washington, D. C., Maryland, and Virginia",https://www.biodiversitylibrary.org/item/189160,Smithsonian Institution Archives,22
Manuscript language material,107338,"Album 1 Wyoming, 1910; Alaska, 1911; Puerto Rico and Virgin Islands, 1911-1912; includes photographs of Wetmore, Merritt Cary, Daniel Denison Streeter, and Arthur Cleveland Bent",https://www.biodiversitylibrary.org/item/189161,Smithsonian Institution Archives,95
Manuscript language material,107339,"Migration records, undated",https://www.biodiversitylibrary.org/item/189162,Smithsonian Institution Archives,3
Manuscript language material,107340,"Migration records, spring, 1901",https://www.biodiversitylibrary.org/item/189163,Smithsonian Institution Archives,4
Manuscript language material,107405,"""Greenland Expedition of 1937,""  handwritten report by Robert A. Bartlett",https://www.biodiversitylibrary.org/item/189252,Smithsonian Institution Archives,14
Manuscript language material,107406,"Greenland Expedition of 1937 : photographs, some identified",https://www.biodiversitylibrary.org/item/189254,Smithsonian Institution Archives,18
Manuscript language material,107407,"Catalogue of collections, 1868",https://www.biodiversitylibrary.org/item/189255,Smithsonian Institution Archives,32
Manuscript language material,107409,"Field notes, 1964",https://www.biodiversitylibrary.org/item/189258,Smithsonian Institution Archives,55
Manuscript language material,107410,"Charts, list of localities for circa 1926-1936",https://www.biodiversitylibrary.org/item/189267,Smithsonian Institution Archives,29
Manuscript language material,107553,Absorbing surface area of Southern pine root systems : phosphorus and potassium uptake by root systems of twelve-year-old Slash Pine trees / by Jose A Escamilla-Bencomo,https://www.biodiversitylibrary.org/item/189467,"University of Florida, George A. Smathers Libraries",170
Manuscript language material,107554,Development of a bioherbicide for the control of purple nutsedge,https://www.biodiversitylibrary.org/item/189468,"University of Florida, George A. Smathers Libraries",157
Manuscript language material,107562,"Monthly bird lists, February 1904 - January 1905",https://www.biodiversitylibrary.org/item/189477,Smithsonian Institution Archives,28
Manuscript language material,107967,"Album 2 Uruguay, Argentina, and Paraguay, 1920 : includes photographs of Wetmore, Carl Hettman, and Fred Hettman",https://www.biodiversitylibrary.org/item/189990,Smithsonian Institution Archives,82
Manuscript language material,107968,"Field notes, circa 1956",https://www.biodiversitylibrary.org/item/189991,Smithsonian Institution Archives,27
Manuscript language material,107969,"Diary July 14 - November 30, 1867",https://www.biodiversitylibrary.org/item/189992,Smithsonian Institution Archives,108
Manuscript language material,107970,"Diary, December 1, 1867 - August 4, 1868",https://www.biodiversitylibrary.org/item/189993,Smithsonian Institution Archives,113
Manuscript language material,107971,"Diary, 1873",https://www.biodiversitylibrary.org/item/189994,Smithsonian Institution Archives,105
Manuscript language material,107972,"Field notes and maps from Glass Mountains, West Texas, 1956",https://www.biodiversitylibrary.org/item/189995,Smithsonian Institution Archives,11
Manuscript language material,108654,"Toxodontia of Salla, Bolivia (late Oligocene) : Taxonomy, systematics, and functional morphology",https://www.biodiversitylibrary.org/item/190682,"University of Florida, George A. Smathers Libraries",288
Manuscript language material,109296,"Field notes and maps from Glass Mountains, West Texas, 1951",https://www.biodiversitylibrary.org/item/191381,Smithsonian Institution Archives,94
Manuscript language material,109298,"Biological survey, 1914-1922",https://www.biodiversitylibrary.org/item/191383,Smithsonian Institution Archives,128
Manuscript language material,109326,The effects of molecular architecture and conformational asymmetry on block copolymer morphology,https://www.biodiversitylibrary.org/item/191461,UMass Amherst Libraries (archive.org),160
Manuscript language material,109399,The morphological behavior of miktoarm star and multiple-graft block copolymers,https://www.biodiversitylibrary.org/item/191599,UMass Amherst Libraries (archive.org),224
Manuscript language material,109413,"Vol. 2, daily lists of hymenoptera",https://www.biodiversitylibrary.org/item/191630,Smithsonian Institution Archives,195
Manuscript language material,109415,"Journal, 1855-1856",https://www.biodiversitylibrary.org/item/191632,Smithsonian Institution Archives,97
Manuscript language material,109459,"Field notes and maps from Glass Mountains, West Texas, 1965",https://www.biodiversitylibrary.org/item/191685,Smithsonian Institution Archives,75
Manuscript language material,109460,"Field notes and maps from Glass Mountains, West Texas, 1967",https://www.biodiversitylibrary.org/item/191686,Smithsonian Institution Archives,47
Manuscript language material,109461,"Diary of insects, etc., chiefly hymenoptera collected by A. W. Stelfox, 1929-20-31, vol. 3",https://www.biodiversitylibrary.org/item/191687,Smithsonian Institution Archives,157
Manuscript language material,109660,"Field notes and maps from Glass Mountains, West Texas, 1953",https://www.biodiversitylibrary.org/item/191954,Smithsonian Institution Archives,25
Manuscript language material,109661,"Field notes and maps from Glass Mountains, West Texas, 1964",https://www.biodiversitylibrary.org/item/191955,Smithsonian Institution Archives,8
Manuscript language material,109662,"Field notes and maps from Glass Mountains, west Texas, 1959",https://www.biodiversitylibrary.org/item/191956,Smithsonian Institution Archives,38
Manuscript language material,109663,"Album 2 Panama, Costa Rica and Guatemala, 1940; Panama, 1944 : includes photographs of Wetmore and Joseph P. E. Morrison",https://www.biodiversitylibrary.org/item/191957,Smithsonian Institution Archives,87
Manuscript language material,109664,"Journal - Collecting Trip to Texas and Arizona, 1929",https://www.biodiversitylibrary.org/item/191958,Smithsonian Institution Archives,87
Manuscript language material,109665,"Western Union Telegraph List of Collections sent to the Smithsonian Institution by W. H. Dall, 1865",https://www.biodiversitylibrary.org/item/191959,Smithsonian Institution Archives,56
Manuscript language material,109666,"Album 1 Guatemala and Honduras, 1936",https://www.biodiversitylibrary.org/item/191960,Smithsonian Institution Archives,91
Manuscript language material,109667,"Field notes and maps from Glass Mountains, West Texas, 1950",https://www.biodiversitylibrary.org/item/191961,Smithsonian Institution Archives,83
Manuscript language material,109668,"Album 2 Pacific Islands, 1923 (Tanager Expedition), volume 1 : includes photographs of Wetmore, William G. Anderson, and Eric Schlemmer",https://www.biodiversitylibrary.org/item/191962,Smithsonian Institution Archives,79
Manuscript language material,109669,"Field notes and maps from Glass Mountains, West Texas, 1961",https://www.biodiversitylibrary.org/item/191963,Smithsonian Institution Archives,47
Manuscript language material,109670,"Album 1 Pacific Islands, 1923 (Tanager Expedition), volume 2",https://www.biodiversitylibrary.org/item/191964,Smithsonian Institution Archives,62
Manuscript language material,109671,"Field notes and maps from Glass Mountains, West Texas, 1963b",https://www.biodiversitylibrary.org/item/191965,Smithsonian Institution Archives,21
Manuscript language material,109672,"Journal, 1853-1854",https://www.biodiversitylibrary.org/item/191966,Smithsonian Institution Archives,78
Manuscript language material,109673,"Album 1 Haiti and Dominican Republic, 1927, 1931",https://www.biodiversitylibrary.org/item/191967,Smithsonian Institution Archives,107
Manuscript language material,109674,"Field notes and maps from Glass Mountains, West Texas, 1963a",https://www.biodiversitylibrary.org/item/191968,Smithsonian Institution Archives,120
Manuscript language material,109675,"Field notes and maps from Glass Mountains, West Texas, 1957",https://www.biodiversitylibrary.org/item/191969,Smithsonian Institution Archives,55
Manuscript language material,109676,"Diary 1, hymenoptera aculeata, and aarasitica",https://www.biodiversitylibrary.org/item/191971,Smithsonian Institution Archives,143
Manuscript language material,109768,"Vol. 10, A. W. Stelfox diary, 1938-1939",https://www.biodiversitylibrary.org/item/192130,Smithsonian Institution Archives,184
Manuscript language material,109784,"Field notes and maps from Glass Mountains, West Texas, 1958",https://www.biodiversitylibrary.org/item/192160,Smithsonian Institution Archives,74
Manuscript language material,109835,"Album 2 Europe, 1930, 1934, 1938",https://www.biodiversitylibrary.org/item/192263,Smithsonian Institution Archives,60
Manuscript language material,109836,"Diary of insects, etc, chiefly hymenoptera collected by A. W. Stelfox, June 1936- July 1936, Oct. 1936 -July 8 1937, vol. 8",https://www.biodiversitylibrary.org/item/192264,Smithsonian Institution Archives,99
Manuscript language material,109840,"Diary of excursions, captures of insects, etc, (chiefly hymenoptera) mostly made by A. W. Stelfox from 16th January 1941 till 13th Sept. 1942, vol. 12",https://www.biodiversitylibrary.org/item/192275,Smithsonian Institution Archives,178
Manuscript language material,109841,"Diary of insects, etc, chiefly hymenoptera collected by A. W. Stelfox, 1931-1932, vol. 4",https://www.biodiversitylibrary.org/item/192276,Smithsonian Institution Archives,162
Manuscript language material,109842,"Diary of insects, etc, chiefly hymenoptera collected by A. W. Stelfox, July 10th 1937- July 24 1938, vol. 9",https://www.biodiversitylibrary.org/item/192277,Smithsonian Institution Archives,170
Manuscript language material,109843,"Diary of excursions, captures of insects, etc, (chiefly hymenoptera) made by A. W. Stelfox from 1st January 1940 till 13th July 1941, vol. 11",https://www.biodiversitylibrary.org/item/192285,Smithsonian Institution Archives,173
Manuscript language material,109844,"Vol. 6, A.W. Stelfox diary, 1934-1935",https://www.biodiversitylibrary.org/item/192286,Smithsonian Institution Archives,132
Manuscript language material,109846,"Vol. 5, diary of insects, etc, chiefly hymenoptera collected by A. W. Stelfox, 1932-1933",https://www.biodiversitylibrary.org/item/192293,Smithsonian Institution Archives,120
Manuscript language material,109847,"Vol. 7, A. W. Stelfox, 1935-1936",https://www.biodiversitylibrary.org/item/192294,Smithsonian Institution Archives,129
Manuscript language material,109983,"Field notes and maps from Glass Mountains, West Texas, 1948",https://www.biodiversitylibrary.org/item/192462,Smithsonian Institution Archives,3
Manuscript language material,109990,"Field notes and maps from Glass Mountains and Guadalupes, West Texas, 1968",https://www.biodiversitylibrary.org/item/192472,Smithsonian Institution Archives,9
Manuscript language material,109991,"Field notes and maps from Glass Mountains, West Texas, 1966",https://www.biodiversitylibrary.org/item/192476,Smithsonian Institution Archives,24
Manuscript language material,109992,"Field notes and maps from Glass Mountains, West Texas, also Oklahoma, Missouri, and Arkansas, 1970",https://www.biodiversitylibrary.org/item/192483,Smithsonian Institution Archives,20
Manuscript language material,110006,"Diary of excursions, captures of insects, etc, (chiefly hymenoptera) mostly made by A. W. Stelfox from 16th Sept. 1942 till 22nd Sept. 1943, vol. 13",https://www.biodiversitylibrary.org/item/192511,Smithsonian Institution Archives,189
Manuscript language material,110024,"Field notes and maps, various years between circa 1931 and 1955",https://www.biodiversitylibrary.org/item/192553,Smithsonian Institution Archives,473
Manuscript language material,110025,"Diary, 1873-1874",https://www.biodiversitylibrary.org/item/192555,Smithsonian Institution Archives,101
Manuscript language material,110051,"Diary of hymenoptera, other insects, plants seen or taken by A. W. Stelfox, vol. 20 from 20th August 1952 until",https://www.biodiversitylibrary.org/item/192608,Smithsonian Institution Archives,114
Manuscript language material,110070,"Diary of hymenoptera, other insects, plants, etc. seen or taken by A. W. Stelfox, vol. 23 from 7th October 1954 until 7th Sept. 1955",https://www.biodiversitylibrary.org/item/192652,Smithsonian Institution Archives,102
Manuscript language material,110071,Vol. 19,https://www.biodiversitylibrary.org/item/192653,Smithsonian Institution Archives,151
Manuscript language material,110072,"Diary from 23rd Sept. 1943 till 13th August 1944, vol. 14",https://www.biodiversitylibrary.org/item/192654,Smithsonian Institution Archives,191
Manuscript language material,110073,"Diary of hymenoptera, other insects, plants, etc. seen or taken by A. W. Stelfox, vol. 22 from 26th July 1954 until 2 October 1954",https://www.biodiversitylibrary.org/item/192666,Smithsonian Institution Archives,73
Manuscript language material,110074,"Diary from 16th Aug. 1944 till 8th Aug. 1946, vol. 15",https://www.biodiversitylibrary.org/item/192671,Smithsonian Institution Archives,199
Manuscript language material,110075,"Diary of hymenoptera, other insects, plants, etc. seen or taken by A. W. Stelfox, vol. 21 from 23rd August 1953 until 25th July 1954",https://www.biodiversitylibrary.org/item/192672,Smithsonian Institution Archives,111
Manuscript language material,110076,"Diary from 28th May 1946 till 12th May 1948, vol. 16",https://www.biodiversitylibrary.org/item/192673,Smithsonian Institution Archives,195
Manuscript language material,110109,"Diary of hymenoptera, other insects, plants, etc. seen or taken by A. W. Stelfox, vol. 27 from 19th November 1958 till 31st October 1959",https://www.biodiversitylibrary.org/item/192937,Smithsonian Institution Archives,65
Manuscript language material,110113,"Tortugas Laboratory Trips, 1924-1925 : Correspondence, 1924, Includes correspondence of William Harding Longley",https://www.biodiversitylibrary.org/item/192996,Smithsonian Institution Archives,27
Manuscript language material,110125,"Diary of hymenoptera, other insects, plants, etc. seen or taken by A. W. Stelfox, vol. 32 from 11th April 1964 until 15th August 1965",https://www.biodiversitylibrary.org/item/193041,Smithsonian Institution Archives,100
Manuscript language material,110126,"Diary of hymenoptera, other insects, plants, etc. seen or taken by A. W. Stelfox, vol. 26 from 19th May 1958 till 18th November 1958",https://www.biodiversitylibrary.org/item/193042,Smithsonian Institution Archives,78
Manuscript language material,110127,Report on the results of the survey by Waldo LaSalle Schmitt,https://www.biodiversitylibrary.org/item/193043,Smithsonian Institution Archives,16
Manuscript language material,110128,"Correspondence, 1911-1914",https://www.biodiversitylibrary.org/item/193052,Smithsonian Institution Archives,31
Manuscript language material,110130,"Tortugas Laboratory Trips, 1924-1925 : Correspondence, 1925, Includes correspondence of William Harding Longley and John C. Merriam",https://www.biodiversitylibrary.org/item/193057,Smithsonian Institution Archives,25
Manuscript language material,110131,"Diary of hymenoptera, other insects, plants, etc. seen or taken by A. W. Stelfox, vol. 24 from 8th Sept. 1955 until 29th June 1957",https://www.biodiversitylibrary.org/item/193058,Smithsonian Institution Archives,169
Manuscript language material,110132,"Diary from 21st Sept. 1949 till, vol. 18",https://www.biodiversitylibrary.org/item/193059,Smithsonian Institution Archives,223
Manuscript language material,110133,"USBF Halibut Survey of Washington and Oregon, 1914, Correspondence",https://www.biodiversitylibrary.org/item/193066,Smithsonian Institution Archives,56
Manuscript language material,110134,"Diary of hymenoptera, other insects, plants, etc. seen or taken by A. W. Stelfox, vol. 28 from 9th June 1959 until 18th June 1960",https://www.biodiversitylibrary.org/item/193069,Smithsonian Institution Archives,55
Manuscript language material,110139,"Lists of land and freshwater mollusca found by A. W. Stelfox : including record taken by other collectors on the same excursions, journal, vol. 2",https://www.biodiversitylibrary.org/item/193084,Smithsonian Institution Archives,156
Manuscript language material,110140,"Album 1 Colombia, Curacao, Venezuela, and Bermuda, 1941",https://www.biodiversitylibrary.org/item/193085,Smithsonian Institution Archives,100
Manuscript language material,110146,"Diary of hymenoptera, other insects, plants, etc. seen or taken by A. W. Stelfox, vol. 29 from 19th June 1960 until 16th May 1961",https://www.biodiversitylibrary.org/item/193147,Smithsonian Institution Archives,41
Manuscript language material,110154,"A second century of ferns : being figures with brief descriptions of one hundred new, or rare, or imperfectly known species of ferns from various parts of the world",https://www.biodiversitylibrary.org/item/193183,Smithsonian Libraries,432
Manuscript language material,110154,"A second century of ferns : being figures with brief descriptions of one hundred new, or rare, or imperfectly known species of ferns from various parts of the world",https://www.biodiversitylibrary.org/item/114866,Cornell University Library,622
Manuscript language material,110154,"A second century of ferns : being figures with brief descriptions of one hundred new, or rare, or imperfectly known species of ferns from various parts of the world",https://www.biodiversitylibrary.org/item/207774,"Academy of Natural Sciences of Drexel University, Library and Archives",428
Manuscript language material,110155,"Diary of hymenoptera, other insects, plants, etc. seen or taken by A. W. Stelfox, vol. 31 from 10th Sept. 1961 until 15th April 1964",https://www.biodiversitylibrary.org/item/193185,Smithsonian Institution Archives,181
Manuscript language material,110156,"Field notes, specimen no. 751-807, Oregon, 1898",https://www.biodiversitylibrary.org/item/193217,Smithsonian Institution Archives,96
Manuscript language material,110157,"Album 2 Panama (Darien), 1946",https://www.biodiversitylibrary.org/item/193230,Smithsonian Institution Archives,138
Manuscript language material,110159,"Album 1 Panama (Darien), 1947",https://www.biodiversitylibrary.org/item/193240,Smithsonian Institution Archives,96
Manuscript language material,110365,"The effect of some physiological factors on the hydrogen-ion concentration of the plant juice, and on the growth of corn showing different degrees of disease infection",https://www.biodiversitylibrary.org/item/193615,"University Library, University of Illinois Urbana Champaign",132
Manuscript language material,110481,A study of the correlation in size between the leaves and the fruit of the varieties of Pyrus malus L,https://www.biodiversitylibrary.org/item/193745,"University Library, University of Illinois Urbana Champaign",60
Manuscript language material,110694,Revisions of agenium and homozeugos (Poaceae) : integrating cladistic analysis and geographic information systems,https://www.biodiversitylibrary.org/item/193987,"University of Florida, George A. Smathers Libraries",219
Manuscript language material,110908,"Album 2 Panama, 1948",https://www.biodiversitylibrary.org/item/194226,Smithsonian Institution Archives,118
Manuscript language material,110913,"Album 2 Panama, 1953",https://www.biodiversitylibrary.org/item/194232,Smithsonian Institution Archives,92
Manuscript language material,110917,"Album 1 Panama, 1949 : includes photographs of Wetmore, Watson M. Perrygo, Richard H. Stewart, Matthew Williams Stirling, Marion Illg Stirling, and James Zetek",https://www.biodiversitylibrary.org/item/194249,Smithsonian Institution Archives,128
Manuscript language material,110919,"Album 2 Panama, 1950 : includes photographs of Wetmore, Watson M. Perrygo, and Ratibor Hartmann; Also includes photographs of the Canal Zone Biological Area",https://www.biodiversitylibrary.org/item/194251,Smithsonian Institution Archives,132
Manuscript language material,110924,"Album 1 Panama, 1951",https://www.biodiversitylibrary.org/item/194259,Smithsonian Institution Archives,78
Manuscript language material,110925,"Album 2 Panama, 1952",https://www.biodiversitylibrary.org/item/194260,Smithsonian Institution Archives,118
Manuscript language material,110926,"Album 2 Venezuela, 1952",https://www.biodiversitylibrary.org/item/194261,Smithsonian Institution Archives,45
Manuscript language material,110950,Modeling water table response to subirrigation with a buried microirrigation line source for potato production,https://www.biodiversitylibrary.org/item/194303,"University of Florida, George A. Smathers Libraries",175
Manuscript language material,110976,Ca(2+)-induced sporulation in the fungus Achlya : the biological roles of [Beta]-(1->3)-glucans and key enzymes,https://www.biodiversitylibrary.org/item/194330,"University of Florida, George A. Smathers Libraries",167
Manuscript language material,111154,"Diary, vol. 30, from 21st May 1961 until 9th Sept. 1961",https://www.biodiversitylibrary.org/item/194530,Smithsonian Institution Archives,49
Manuscript language material,111155,"Album 1 Venezuela, 1954",https://www.biodiversitylibrary.org/item/194531,Smithsonian Institution Archives,58
Manuscript language material,111156,"Album 2 Curacao and Venezuela, 1954",https://www.biodiversitylibrary.org/item/194532,Smithsonian Institution Archives,72
Manuscript language material,111171,"Lists of land and freshwater mollusca found by A. W. Stelfox : including record taken by other collectors on the same excursions, etc., journal, vol. 3",https://www.biodiversitylibrary.org/item/194556,Smithsonian Institution Archives,151
Manuscript language material,111412,"Lists of land and freshwater mollusca and localities found in Great Britain and Ireland, vol.1",https://www.biodiversitylibrary.org/item/194855,Smithsonian Institution Archives,147
Manuscript language material,111593,Model components of forage-fed cattle systems: energy expenditure of grazing cattle and prediction of intake in dairy cows,https://www.biodiversitylibrary.org/item/195049,"University of Florida, George A. Smathers Libraries",200
Manuscript language material,111602,Patterns of animal size and landscape complexity : correspondence within and across scales,https://www.biodiversitylibrary.org/item/195058,"University of Florida, George A. Smathers Libraries",486
Manuscript language material,111645,"Album 1 Panama, 1957, volume 2",https://www.biodiversitylibrary.org/item/195170,Smithsonian Institution Archives,55
Manuscript language material,111646,"Album 1 Panama and Coiba Island, 1956",https://www.biodiversitylibrary.org/item/195171,Smithsonian Institution Archives,65
Manuscript language material,111648,"Album 1 Panama, 1960 : includes photographs of Wetmore, Beatrice Thielen Wetmore, and Frank Alexander Hartman",https://www.biodiversitylibrary.org/item/195179,Smithsonian Institution Archives,86
Manuscript language material,111649,"Album 2 Africa, 1957 : includes photographs of Wetmore, Jean Theodore Delacour, Hoyes Lloyd, and Roger Tory Peterson",https://www.biodiversitylibrary.org/item/195180,Smithsonian Institution Archives,51
Manuscript language material,111650,"Album 2 Panama, 1961 : includes photographs of Wetmore, Beatrice Thielen Wetmore, Conrad E. Yunker, and Charles M. Keenan",https://www.biodiversitylibrary.org/item/195181,Smithsonian Institution Archives,51
Manuscript language material,111651,"Album 3 Panama, 1959, volume 2 : includes photographs of Wetmore, Beatrice Thielen Wetmore, and Martin Humphrey Moynihan",https://www.biodiversitylibrary.org/item/195182,Smithsonian Institution Archives,52
Manuscript language material,111655,"Album 1 Panama, 1962 : volume 1, includes photographs of Wetmore, Beatrice Thielen Wetmore, Charles O. Handley, Jr., Helena M. Weiss, and Francis Greenwell",https://www.biodiversitylibrary.org/item/195195,Smithsonian Institution Archives,51
Manuscript language material,111656,"Album 2 Pacific Islands, 1923 (Tanager Expedition), volume 3 : includes photographs of Wetmore, Eric Schlemmer, and William G. Anderson",https://www.biodiversitylibrary.org/item/195196,Smithsonian Institution Archives,82
Manuscript language material,111657,"Album 3 Panama, 1963 : includes photographs of Wetmore, Beatrice Thielen Wetmore, Harvey R. Bullis, Jr., Charles O. Handley, Jr., and Francis Greenwell",https://www.biodiversitylibrary.org/item/195197,Smithsonian Institution Archives,55
Manuscript language material,111660,"Album 1 Bonaire and Curacao, Netherlands Antilles, 1969 : includes photographs of Wetmore and Beatrice Thielen Wetmore",https://www.biodiversitylibrary.org/item/195208,Smithsonian Institution Archives,56
Manuscript language material,111661,"Album 1 Panama, 1957, volume 1",https://www.biodiversitylibrary.org/item/195209,Smithsonian Institution Archives,48
Manuscript language material,111663,"Album 1 Finland and England, 1958",https://www.biodiversitylibrary.org/item/195215,Smithsonian Institution Archives,61
Manuscript language material,111664,"Album 2 Panama, 1959, volume 1 : includes photographs of Wetmore and Beatrice Thielen Wetmore",https://www.biodiversitylibrary.org/item/195216,Smithsonian Institution Archives,58
Manuscript language material,111665,"Album 2 Panama, 1962, volume 2, includes photographs of Wetmore and Beatrice Thielen Wetmore",https://www.biodiversitylibrary.org/item/195217,Smithsonian Institution Archives,46
Manuscript language material,112017,Amphibians and reptiles of the McElmo rare lizard and snake area in southwest Colorado,https://www.biodiversitylibrary.org/item/195634,Bureau of Land Management (archive.org),74
Manuscript language material,112317,"Dissertatio medica inauguralis de thee helvetico, vom Schweitzer-Thee",https://www.biodiversitylibrary.org/item/196173,Harvard University Botany Libraries,56
Manuscript language material,112388,An examination of estuarine lutocline dynamics,https://www.biodiversitylibrary.org/item/196308,"University of Florida, George A. Smathers Libraries",269
Manuscript language material,112489,Dissertationem inauguralem chymico-medicam nonnulla ad Camphoram spectantia sistentem,https://www.biodiversitylibrary.org/item/196474,Harvard University Botany Libraries,36
Manuscript language material,112490,"Facultatis Medicae in Academia Lipsiensi Pro-cancellarius D. Samuel Theodorus Quelmalz, Anatom. et Chicurg. P.P. ord. medico. ord. assess. Panegyrin Medicam D. XII. Maii A. M DCC XLVII. habendam indicit : De infuso foliorum theae",https://www.biodiversitylibrary.org/item/196475,Harvard University Botany Libraries,24
Manuscript language material,112491,Dissertatio inauguralis medico-botanica de Coronopo optimo coeliacorum acetario,https://www.biodiversitylibrary.org/item/196477,Harvard University Botany Libraries,32
Manuscript language material,112493,Dissertationem solemnem de Lauro,https://www.biodiversitylibrary.org/item/196479,Harvard University Botany Libraries,86
Manuscript language material,112503,Dissertatio inauguralis medica de Aurantiis eorumque eximio usu medico,https://www.biodiversitylibrary.org/item/196498,Harvard University Botany Libraries,80
Manuscript language material,112504,Dissertatio inauguralis medica de manna et speciatim : de securo ac proficuo ejus usu in variolis confluentibus ad imminuendam et tollendam febrem maturationis tempore oriundam ...,https://www.biodiversitylibrary.org/item/196499,Harvard University Botany Libraries,52
Manuscript language material,112523,"Dissertatio inauguralis medica de insectis Coleopteris : nec non de plantis quibusdam rarioribus, cum ic",https://www.biodiversitylibrary.org/item/196532,Harvard University Botany Libraries,62
Manuscript language material,112533,Q.D.B.V. Dissertatio inauguralis medica de Sagu,https://www.biodiversitylibrary.org/item/196552,Harvard University Botany Libraries,52
Manuscript language material,112535,Dissertatio inauguralis medica de usu medico Camphorae,https://www.biodiversitylibrary.org/item/196554,Harvard University Botany Libraries,36
Manuscript language material,112867,[Nursery stock descriptive list : manuscript letter],https://www.biodiversitylibrary.org/item/196927,"U.S. Department of Agriculture, National Agricultural Library",8
Manuscript language material,113726,Unidentified photographs of the North Pacific and Bering Sea area,https://www.biodiversitylibrary.org/item/198050,Smithsonian Institution Archives,51
Manuscript language material,113762,1873 notebook No. 1,https://www.biodiversitylibrary.org/item/198132,Smithsonian Institution Archives,59
Manuscript language material,113802,"Western Union Telegraph Expedition, Papers from William H. Dall to Robert Kennicott",https://www.biodiversitylibrary.org/item/198202,Smithsonian Institution Archives,43
Manuscript language material,114004,Notebook No.2,https://www.biodiversitylibrary.org/item/198590,Smithsonian Institution Archives,50
Manuscript language material,114034,Years 1895-1904,https://www.biodiversitylibrary.org/item/198666,Smithsonian Institution Archives,93
Manuscript language material,114038,Selection for enhanced agronomic attributes in Setaria sphacelata (Schumacher) moss,https://www.biodiversitylibrary.org/item/198680,"University of Florida, George A. Smathers Libraries",132
